id,Exited
165034,0.028342818566819375
165035,0.7626561970544722
165036,0.044180100379897724
165037,0.20534029289125585
165038,0.4364988578333878
165039,0.044180100007092264
165040,0.03193287508404724
165041,0.12101009748601115
165042,0.3512933704744655
165043,0.011622810279011181
165044,0.06575550672995792
165045,0.04418017786803652
165046,0.011622414163208158
165047,0.1635034998607855
165048,0.44782688648762325
165049,0.1130691565674083
165050,0.06592759631655316
165051,0.20947542329261018
165052,0.044181859184385316
165053,0.0444694541212832
165054,0.011622574549478626
165055,0.031949479955348845
165056,0.21220004959915276
165057,0.011622443611100586
165058,0.437615052694265
165059,0.43764901776466153
165060,0.7628675878665104
165061,0.39375486825259765
165062,0.11460658148256861
165063,0.44756573911118247
165064,0.0319328583244682
165065,0.031938004704732625
165066,0.14573707840322542
165067,0.1147884393029487
165068,0.03193313370057933
165069,0.011622414145046027
165070,0.43765141503014665
165071,0.044180203178781824
165072,0.08856802911961693
165073,0.762720729794669
165074,0.402283256625377
165075,0.11477940491920995
165076,0.12101006972032326
165077,0.011622415198322487
165078,0.21722410551522778
165079,0.3510072954570538
165080,0.011625999810334861
165081,0.011622414799981301
165082,0.011622416265450285
165083,0.43531282748942257
165084,0.04418010027148855
165085,0.011622414137418536
165086,0.0441801110457929
165087,0.4493856715751326
165088,0.044180303694126385
165089,0.044606236892127074
165090,0.04427226177405836
165091,0.03193285803944595
165092,0.03193285897594382
165093,0.06592759659788744
165094,0.031932858867867106
165095,0.12101054718309184
165096,0.11464986057351823
165097,0.11473097689311673
165098,0.031932858032170525
165099,0.011622414170979957
165100,0.7626602739175362
165101,0.011622414144331239
165102,0.03193812013439379
165103,0.044180146939576344
165104,0.21178459339408975
165105,0.43413657860679
165106,0.43760165607496687
165107,0.031932858046307494
165108,0.04418010108794451
165109,0.4376484025911015
165110,0.06308388592046442
165111,0.1147792337223307
165112,0.0477725345849108
165113,0.04418010014473183
165114,0.0441800999934289
165115,0.031932859048435784
165116,0.21715408287746005
165117,0.04418038772894416
165118,0.3740186998252801
165119,0.1148299972779776
165120,0.1143526553217856
165121,0.35113250782229233
165122,0.4524522000843679
165123,0.032864439499148086
165124,0.437651410621811
165125,0.031932670112161665
165126,0.03193285946534556
165127,0.011622527112037862
165128,0.03193285795633344
165129,0.03193237391894976
165130,0.8244277268841845
165131,0.01162241415504467
165132,0.16053418542756584
165133,0.04425761830195
165134,0.011622425969538889
165135,0.04418018778235327
165136,0.011622420586824618
165137,0.4376513950648014
165138,0.401806566658256
165139,0.46116970375105387
165140,0.11479309123745883
