id,Exited
165034,0.03740995238443018
165035,0.7187638056354719
165036,0.03752245915278667
165037,0.4411126644489287
165038,0.15158032427045015
165039,0.03740995238092756
165040,0.037410043281124454
165041,0.037410062052417384
165042,0.7187867259856163
165043,0.037409952384429936
165044,0.15158033866796114
165045,0.1226235903685221
165046,0.037409952384429936
165047,0.15158033894176964
165048,0.44188869391057095
165049,0.037410043281124475
165050,0.15190887934548897
165051,0.4411126746560225
165052,0.03740995238439055
165053,0.15158151482314838
165054,0.03740993367063088
165055,0.1521954318522629
165056,0.15158033900921417
165057,0.037409952384429936
165058,0.4343633966504971
165059,0.44188869387756646
165060,0.7187867259856168
165061,0.44111267465602183
165062,0.1522238035841409
165063,0.44111267465602233
165064,0.037409952384454305
165065,0.12262334440167715
165066,0.1515803387117632
165067,0.2820326701754656
165068,0.15158033846322538
165069,0.0374099523844299
165070,0.7187867254668072
165071,0.03741004328119188
165072,0.15158033871227328
165073,0.7187867257742482
165074,0.4411127549147664
165075,0.15227564553498632
165076,0.4413307658270458
165077,0.03740995238442969
165078,0.4411412427553951
165079,0.2820341644874001
165080,0.037409951819641074
165081,0.03740995175339449
165082,0.03740995238442838
165083,0.15160581263399778
165084,0.03740995225281719
165085,0.03740995238442997
165086,0.037409952384429936
165087,0.44112946059444647
165088,0.10087933340807995
165089,0.15191006858672707
165090,0.15158034205095822
165091,0.03740993367080991
165092,0.122623445813599
165093,0.15158034464355608
165094,0.03740995238351088
165095,0.44188695711113346
165096,0.44111267465602233
165097,0.20406074043892
165098,0.03741004326371267
165099,0.037409952384429936
165100,0.7187867259797965
165101,0.037409952384429936
165102,0.15190880758472564
165103,0.03740993367043296
165104,0.44074649824755774
165105,0.4418886939067672
165106,0.15158631230263936
165107,0.037409933670432355
165108,0.037409952384429936
165109,0.44188869388294283
165110,0.15158033871228707
165111,0.03741004340591609
165112,0.037410043282144485
165113,0.12262359783465039
165114,0.037409934159230766
165115,0.037409933670927625
165116,0.15190997819467084
165117,0.12262362324480151
165118,0.44111267465602233
165119,0.4413302586513209
165120,0.15158034211439034
165121,0.4418869571111666
165122,0.15227397961482073
165123,0.15158033450015437
165124,0.44188869391056923
165125,0.15161112094158508
165126,0.03740995257552722
165127,0.03740993644824257
165128,0.03740995238585503
165129,0.03740993367063982
165130,0.7186068885810553
165131,0.037409952384429936
165132,0.15811556985822778
165133,0.15158267761001637
165134,0.037409952384429936
165135,0.24812535677224254
165136,0.037409952384429936
165137,0.44111267466487963
165138,0.7187867259856168
165139,0.44188869391057095
165140,0.4413080157678616
165141,0.12262374304342018
165142,0.037409952384429936
165143,0.1515803387122907
165144,0.15158034797367775
165145,0.17062390900693475
165146,0.15158033871115184
165147,0.03741004328188202
165148,0.15191006842791308
165149,0.037410043281124454
165150,0.037409952384429936
165151,0.44188695711113346
165152,0.44188869391057095
165153,0.037409952384429936
165154,0.0428598259198139
165155,0.03740995238455621
165156,0.037409952384426945
165157,0.12262349618217236
165158,0.44188869391057095
165159,0.4413307665276611
165160,0.037409933874633296
165161,0.037409940078535805
165162,0.44188869391148605
165163,0.1089831911420329
165164,0.0893689437867542
165165,0.15191006842793506
165166,0.7187867259856168
165167,0.037409952384429936
165168,0.0374099523844458
165169,0.15158033869549928
165170,0.15227397217384667
165171,0.15147029425578995
165172,0.7187445857454575
165173,0.1519102322022898
165174,0.037409952384429936
165175,0.4418869571037209
165176,0.12262359066952873
165177,0.037410043281124586
