id,Exited
165034,0.04227090476669419
165035,0.8174512030861182
165036,0.042270904754175415
165037,0.2554087123528395
165038,0.2554099624438098
165039,0.04227090478688931
165040,0.0422979301070054
165041,0.042342962295999015
165042,0.4095721713734848
165043,0.042520063183764105
165044,0.25540864629619675
165045,0.04227090900471525
165046,0.04227090464010387
165047,0.2551100789001427
165048,0.6384420512096673
165049,0.04227136789185199
165050,0.25540996822408996
165051,0.25540865232033255
165052,0.04257427778901717
165053,0.21843943447452221
165054,0.042311871276281054
165055,0.18488017691419442
165056,0.2554029683858115
165057,0.042312799574269276
165058,0.6384412592625922
165059,0.25540996849745673
165060,0.8176823595603148
165061,0.25779766773349927
165062,0.25494261258687223
165063,0.6368805749744222
165064,0.04227090463596025
165065,0.042270997050098374
165066,0.24840414833052257
165067,0.04262994321665599
165068,0.04252225249028547
165069,0.04227090465171973
165070,0.638442747565845
165071,0.04600795452034074
165072,0.04508880769994261
165073,0.8177140504918436
165074,0.25540996990342857
165075,0.1863171477539733
165076,0.1851279369300189
165077,0.04227090814991347
165078,0.255409968353783
165079,0.185142134185713
165080,0.04227090464722902
165081,0.04227179617791649
165082,0.042371125210401234
165083,0.6375499445890508
165084,0.04227090573986181
165085,0.04227090463398674
165086,0.042270939355614205
165087,0.6304818594798981
165088,0.04486477637870071
165089,0.04227238683082152
165090,0.18426192089986687
165091,0.04227090464276779
165092,0.04227090463569636
165093,0.2554099683445182
165094,0.042270905648810364
165095,0.18515405006441232
165096,0.2553283530906909
165097,0.2962398607587748
165098,0.042270904641441835
165099,0.04227090463631025
165100,0.8177054323488735
165101,0.04227090464924568
165102,0.04330126447097232
165103,0.04460473570556254
165104,0.2553459317167917
165105,0.638442670786876
165106,0.2554100266497804
165107,0.042270904649987624
165108,0.04227091233726591
165109,0.6384425160836597
165110,0.25540050673771497
165111,0.18512088779941016
165112,0.046609987526527334
165113,0.04227090463519422
165114,0.04227090466052386
165115,0.042270905656406316
165116,0.2554099333799617
165117,0.04291164526896395
165118,0.6059222214331851
165119,0.18514267518361943
165120,0.05527260460068873
165121,0.3659625410877601
165122,0.6231224556092831
165123,0.2467026076200461
165124,0.2555287155861341
165125,0.042302587713087265
165126,0.042270904642359615
165127,0.04231855590380494
165128,0.042270904634370374
165129,0.04227101769220805
165130,0.9746047354926474
165131,0.04227090495319204
165132,0.25524660537072336
165133,0.20324727098869763
165134,0.04227090940052994
165135,0.04234297522905718
165136,0.04227090671590849
165137,0.25540998902144196
165138,0.8107679045091083
165139,0.6384426945166919
165140,0.18514205112630902
165141,0.04227091046597546
165142,0.042389772489232994
165143,0.19424314368641907
165144,0.2553914049820091
165145,0.6384348133823913
165146,0.25540615855798865
165147,0.051085692021281055
165148,0.04227090464426928
165149,0.04227365822638324
165150,0.042270908503916085
165151,0.36596604493979573
165152,0.6382669760792551
165153,0.04227090575805464
165154,0.042270904649407616
165155,0.04227090619524945
165156,0.042270905163635575
165157,0.04227090731407943
165158,0.6384427482420552
165159,0.18514208597014
165160,0.19428900461967238
165161,0.042270909681714056
165162,0.8170680647485552
165163,0.042270905282122156
165164,0.04227090650737294
165165,0.0467411951752402
165166,0.8177143838033845
165167,0.04227111851013049
165168,0.042270905174695395
165169,0.25540996834451685
165170,0.255409968343095
165171,0.36570798089587603
165172,0.6254462178095093
165173,0.04227090503533434
165174,0.04227090815425508
165175,0.19500183357179285
165176,0.04227090528845199
165177,0.04227821606634558
165178,0.25540996861103304
165179,0.63862492227266
165180,0.04227090590838557
165181,0.8177145333310486
165182,0.25540998482496313
165183,0.04227090488112928
165184,0.08220949439247016
165185,0.04483813278388132
165186,0.04316934758877273
165187,0.9897496440504722
165188,0.8176682219300285
165189,0.04251089102904047
165190,0.042271418788553894
165191,0.2551237611687832
165192,0.6038965269464648
